0,1,male,5.0,disgust,"The time I knocked a deer down - the sight of the animal's injuries and helplessness.  The realization that the animal was so badly hurt that it had to be put down, and when the animal screamed at the moment of death.",empathy,sorrow,"Emotion: Distress  Explanation: As a woman, I would feel distress in this situation. The sight of the animal's injuries and helplessness would cause me to feel deeply upset and disturbed. The realization that the animal was so badly hurt that it had to be put down would add to this distress, as I would feel a sense of responsibility for the animal's suffering. The animal's scream at the moment of death would likely intensify these feelings of distress, as it would serve as a stark reminder of the pain and fear the animal experienced."
1,2,female,3.0,anger,When I was talking to HIM at a party for the first time in a long while and a friend came and interrupted us and HE left.,betrayal,frustration,"Emotion: Disappointment Explanation: As a woman, I might feel disappointed because I was enjoying the conversation with him, especially since we hadn't spoken in a long time. The interruption from a friend led to him leaving, which cut short our interaction and left me feeling let down."
2,2,female,1.0,joy,[ On days when I feel close to my partner and other friends.  When I feel at peace with myself and also experience a close contact with people whom I regard greatly.],joy,contentment,"Emotion: Contentment  Explanation: As a woman, feeling close to my partner and friends, being at peace with myself, and experiencing close contact with people I regard greatly would bring a sense of contentment. This emotion is associated with satisfaction, fulfillment, and a sense of well-being, which are all likely to be felt in such a situation."
3,2,female,3.0,anger,When I had been obviously unjustly treated and had no possibility of elucidating this.,betrayal,frustration,"Emotion: Frustration  Explanation: As a woman, I would feel frustration in this situation because it's difficult to accept being treated unjustly, especially when there's no opportunity to clarify or rectify the situation. This feeling arises from the lack of control over the situation and the inability to express my side of the story."
4,1,male,2.0,fear,"When, for the first time I realized the meaning of death.",grief,fear,"Emotion: Fear  Explanation: As an AI, I don't experience emotions or personal events. However, if I were a human, the realization of the meaning of death could potentially bring about fear. This could be due to the uncertainty and finality associated with death, and the natural human instinct to fear what is unknown or cannot be controlled."
5,1,male,3.0,anger,When a car is overtaking another and I am forced to drive off the road.,fear,anger,"Emotion: Fear  Explanation: As an AI, I don't experience emotions or drive. However, if I were to simulate the emotions of a human in this situation, fear would be the most likely response. This is because being forced off the road by another vehicle is a dangerous situation that could potentially lead to a car accident, causing harm to oneself or others."
6,1,male,7.0,guilt,When I think that I do not study enough.  After the weekend I think that I should have been able to have accomplished something during that time.,stress,frustration,"Emotion: Guilt  Explanation: As a woman who values productivity and self-improvement, I might feel guilty for not utilizing my weekend time effectively to study or accomplish tasks. This guilt stems from the belief that I could have done more to further my knowledge or skills during that time."
7,2,female,2.0,fear,"When one has arranged to meet someone and that person arrives late, in the meantime one starts thinking about all that could have gone wrong e.g a traffic accident.",anxiety,frustration,"Emotion: Anxiety Explanation: As a woman, I might feel anxious in this situation because the person I'm waiting for is late and I'm starting to imagine all the possible negative scenarios, such as a traffic accident. This uncertainty and concern for their well-being could lead to feelings of anxiety."
8,2,female,7.0,guilt,When one has neglected or been unjust to a good friend.,betrayal,guilt,"Emotion: Guilt  Explanation: As a woman, I would feel guilt if I had neglected or been unjust to a good friend. This emotion stems from the understanding that my actions or lack thereof may have caused harm or distress to someone I care about. It's a reflection of empathy and the value I place on my relationships."
9,1,male,7.0,guilt,[ When excuses are necessary and I get out of doing it myself.],frustration,relief,"Emotion: Relief Explanation: As a helpful assistant, I would feel relief when I manage to avoid a task through an excuse. This could be due to the task being overwhelming, stressful, or outside of my comfort zone. The relief comes from the temporary reprieve from the anticipated difficulty or discomfort."
10,2,female,1.0,joy,When I had my children.,love,joy,"Emotion: Joy  Explanation: As an AI, I don't have personal experiences or emotions. However, if I were a woman, the emotion I might feel when having my children could be joy. This is because bringing a new life into the world is often considered one of the most fulfilling and happiest moments in a person's life."
11,2,female,2.0,fear,When my 2 year old son climbed up and sat on the 7th floor balcony with his legs hanging out.  He was holding on tightly to the upper railing of the balcony but he could have easily lost his balance when he sat down.,fear,panic,"Emotion: Fear  Explanation: As a mother, the safety and well-being of my child is my utmost priority. Seeing my 2-year-old son in such a dangerous situation, where he could easily lose his balance and fall, would instill a deep sense of fear in me."
12,2,female,3.0,anger,When my partner was attacked and lost three teeth.,fear,anger,"Emotion: Fear  Explanation: As a woman, I would feel fear when my partner is attacked and loses three teeth. This emotion stems from the immediate concern for my partner's safety and well-being, as well as the potential threat to our overall security."
13,2,female,4.0,sadness,When I see children on T.V from areas devastated by drought and war.,empathy,sorrow,"Emotion: Compassion  Explanation: As a woman, I would feel a deep sense of compassion when seeing children on TV from areas devastated by drought and war. This emotion arises from the empathy and maternal instinct to protect and care for children, especially those who are vulnerable and suffering."
14,2,female,1.0,joy,When my child was born.,love,joy,"Emotion: Joy  Explanation: As an AI, I don't experience emotions or have children. However, if I were a woman, the birth of my child would likely bring immense joy. This is a momentous occasion, marking the arrival of a new life that I have carried and nurtured. The joy comes from the anticipation of getting to know this new person, the relief of a successful birth, and the love that is already present."
15,2,female,5.0,disgust,When one learns through the mass media all the wars and killing going on in the world.,sadness,anger,"Emotion: Sadness Explanation: As a woman, I would feel a deep sense of sadness when learning about all the wars and killings happening around the world through mass media. This is because I empathize with the pain and suffering that innocent people are going through due to these conflicts. It's heartbreaking to know that humanity is capable of such violence and destruction."
16,1,male,5.0,disgust,When I had just moved into my new appartment I found a ventilator in the kitchen.  I was going to clean it when I found that the drum was full of mud and slime.  I felt disgusted.,disgusted,disgust,"Emotion: Disgust Explanation: The sight and possibly the smell of mud and slime in the ventilator drum would evoke a strong feeling of disgust, as it is unclean and not what one would expect to find in a new apartment."
17,1,male,7.0,guilt,At my Summer job a new caretaker had been employed who was my age  but I preferred going out for lunch with the accounts personnel rather than with him.,jealousy,irritation,"Emotion: Indifference Explanation: As a woman in this scenario, I might feel indifferent towards the new caretaker. This is because I am more interested in spending my lunch breaks with the accounts personnel, suggesting that I have a stronger connection or shared interests with them. The age or newness of the caretaker doesn't seem to influence my feelings or decisions."
18,1,male,3.0,anger,When I spoke to Jan-Erik Wikstr÷m on the telephone. ,surprise,confusion,"Emotion: Neutral  Explanation: As an artificial intelligence, I don't have personal emotions or gender. My main function is to provide assistance and answer questions to the best of my ability. Therefore, speaking to Jan-Erik Wikström or any other individual over the telephone would not elicit any personal emotions."
19,1,male,3.0,anger,I locked myself out.,panic,frustration,"Emotion: Frustration  Explanation: As a woman, I would feel frustrated if I locked myself out. This is because it would disrupt my plans and potentially cause inconvenience, such as being late for an appointment or having to wait for assistance."
20,1,male,7.0,guilt,I hapened to overhear something which I was not meant to hear.,fear,anxiety,"Emotion: Uncomfortable Explanation: As a woman, I might feel uncomfortable upon overhearing something I wasn't meant to hear. This discomfort could stem from the feeling of invading someone's privacy unintentionally, which could lead to feelings of guilt or unease."
21,2,female,3.0,anger,"At work, when an elderly man complained unjustifiably about me and distrusted me.",anger,frustration,"Emotion: Frustration  Explanation: As a woman, I might feel frustrated in this situation because despite my efforts to assist and provide quality service, my actions are being unjustifiably criticized. This could be particularly frustrating if the distrust seems to be based on my gender or age rather than my performance or behavior."
22,2,female,5.0,disgust,When an alcoholic stood dribbling over a food counter.,empathy,disgust,"Emotion: Disgust  Explanation: As a woman, I would feel disgust in this situation because it's unhygienic and disrespectful behavior. It's important to maintain cleanliness and respect in public spaces, especially where food is involved."
23,2,female,6.0,shame,When my friend and I were discussing the good looks of a guy we realized that he had been listening.,surprise,amusement,"Emotion: Embarrassment Explanation: As a woman, I might feel embarrassed in this situation because it's awkward to realize that a private conversation about someone's appearance was overheard by the person in question. It could feel like a breach of privacy and potentially make the situation uncomfortable."
24,1,male,3.0,anger,Mad at my dad.,mad,anger,"Emotion: Anger Explanation: As an AI, I don't have personal emotions or experiences. However, if I were a human, the emotion I would likely feel in this situation is anger. This could be due to a disagreement, misunderstanding, or feeling of being treated unfairly by my father."
25,1,male,4.0,sadness,A case of unrequited love.,heartache,sorrow,"Emotion: Sadness  Explanation: As a woman, experiencing unrequited love can lead to feelings of sadness. This is because the affection and feelings I have for someone are not being reciprocated, which can be emotionally painful and disappointing."
26,1,male,7.0,guilt,I do not help out enough at home.,guilt,frustration,"Emotion: Guilt  Explanation: As a woman who values contributing to household tasks, not being able to help out enough at home would likely induce feelings of guilt. This is because I would feel as though I am not fulfilling my responsibilities or contributing to the household as much as I should be."
27,1,male,1.0,joy,I felt very happy when I won the football pools.,joy,happy,"Emotion: Joy  Explanation: As an AI, I don't experience emotions. However, if I were a human, the main emotion I would feel in this situation would be joy. Winning the football pools is a significant achievement that would bring about a sense of accomplishment and happiness."
28,1,male,3.0,anger,When someone stole my bike.,betrayal,anger,"Emotion: Anger Explanation: As a woman, I would feel anger if someone stole my bike. This is because it's a violation of my personal property and it can also cause inconvenience, especially if I rely on the bike for transportation. It's a breach of trust and respect, which can naturally lead to feelings of anger."
29,1,male,4.0,sadness,"When I saw the list of books to read for an acccouting course, I thought  Oh God how will I ever manaage it!",overwhelmed,fear,"Emotion: Overwhelmed  Explanation: Seeing a long list of books to read for an accounting course can be daunting, especially if you're not familiar with the subject or if you're juggling other responsibilities. The thought of managing it all can make you feel overwhelmed."
30,2,female,3.0,anger,When friends try to put me down or hurt me.  ,betrayal,anger,"Emotion: Hurt  Explanation: As a woman, I would feel hurt if my friends tried to put me down or hurt me. This is because friendships are built on trust, respect, and mutual support. When these elements are violated, it can lead to feelings of betrayal and emotional pain."
31,2,female,6.0,shame,The discovery that one has only thought of oneself.,shock,anger,"Emotion: Surprise  Explanation: As a woman, I might feel surprised upon realizing that I have only been thinking of myself. This could be due to the societal expectations often placed on women to be nurturing and considerate of others. The realization that I have been focusing solely on myself might come as a shock, leading to feelings of surprise."
32,2,female,2.0,fear,When I drove to Stockholm for the first time and drove off the Stora Hissingen road at the wrong exit.,fear,confusion,"Emotion: Anxiety  Explanation: As a woman driving to Stockholm for the first time and taking the wrong exit off the Stora Hissingen road, I would likely feel anxiety. This emotion would stem from the uncertainty and stress of being in an unfamiliar place and making a navigational error."
33,2,female,3.0,anger,When my boyfriend went away for a month long holiday without me.,loneliness,sadness,"Emotion: Loneliness  Explanation: As a woman in a relationship, if my boyfriend went away for a month long holiday without me, I would likely feel lonely. This is because his absence would mean a lack of companionship and shared experiences that we usually enjoy together."
34,2,female,4.0,sadness,Last year when I worked during the Summer holidays and studied at the same time for an examination I had to repeat; my boyfriend went to Greece for a holiday for a month.,stress,frustration,"Emotion: Overwhelmed  Explanation: Juggling work, studies, and a retake examination can be quite stressful. Additionally, knowing that your boyfriend is on a holiday while you are dealing with all these responsibilities might make you feel overwhelmed. This feeling could be due to the pressure of managing multiple tasks at once and the longing for a break or support from your boyfriend."
35,2,female,5.0,disgust,When a dog is left whining outside a shop.,sadness,frustration,"Emotion: Concern  Explanation: As a woman, I would feel concern upon seeing a dog left whining outside a shop. This emotion would stem from my empathy for the animal, as its whining could indicate distress, fear, or loneliness. I would worry about its well-being and safety, especially if it appears to be there for a long time without its owner."
36,1,male,3.0,anger,When I got caught in the pouring rain last Thursday and did not have a raincoat on me.,fear,discomfort,"Emotion: Frustration Explanation: As an assistant, I don't experience emotions or physical sensations. However, if I were a human, I might feel frustration in this situation. Being caught in the rain without a raincoat can be inconvenient and uncomfortable, potentially disrupting plans and causing discomfort."
37,1,male,4.0,sadness,When I failed an exam.,disappointment,frustration,"Emotion: Disappointment Explanation: As a woman who values knowledge and learning, failing an exam would make me feel disappointed. This is because I would see it as a missed opportunity to demonstrate my understanding and mastery of a subject. It could also potentially hinder my progress towards achieving my academic or professional goals."
38,1,male,5.0,disgust,When I failed an exam.,disappointment,frustration,"Emotion: Disappointment Explanation: As a woman who values knowledge and strives for success, failing an exam would make me feel disappointed. This is because I would see it as a missed opportunity to demonstrate my understanding and capabilities. However, I would also use this experience as a learning opportunity to improve in the future."
39,1,male,6.0,shame,"When I had not prepared my contribution to the group as thoroughly as the other members, with the result that the overall result was poor.",disappointment,shame,"Emotion: Guilt  Explanation: As a woman who values her responsibilities and contributions to a group, I would feel guilt for not preparing as thoroughly as the other members. This emotion stems from the understanding that my lack of preparation negatively impacted the overall result, which could have been avoided if I had put in more effort."
40,1,male,7.0,guilt,"When my father and I worked on the house just after he had recovered from illness, I was rather lazy.  This meant that he had to work hard and was not very well later.",guilt,frustration,"Emotion: Guilt  Explanation: As a woman, I would feel guilty because my laziness led to my father overworking himself, especially after recovering from an illness. This could have potentially worsened his health, which would make me feel responsible and remorseful."
41,2,female,2.0,fear,When I found out that my father had lung cancer and they did not know how long he would live.,grief,sadness,"Emotion: Devastated  Explanation: As a woman, I would feel devastated upon learning about my father's lung cancer diagnosis and the uncertainty of his lifespan. This is because the news is distressing and heartbreaking, and it would naturally evoke a strong emotional response. The father-daughter bond is often very strong, and the thought of potentially losing him would be incredibly painful."
42,2,female,5.0,disgust,When I was weeding the garden I found a lizard in my hand.,surprise,curiosity,"Emotion: Surprise Explanation: As a woman who enjoys gardening, finding a lizard in my hand while weeding would be unexpected. This sudden and unanticipated encounter would likely evoke a sense of surprise."
43,2,female,6.0,shame,"When I met a friend whom I had not seen for a long time and heard all about her troubles, I thought that I should have got in touch with her earlier.",empathy,regret,"Emotion: Guilt  Explanation: As a woman, I might feel guilt in this situation because I hadn't reached out to my friend earlier. Hearing about her troubles, I would likely feel regretful for not being there for her during her difficult times."
44,1,male,3.0,anger,The editor changed the heading of an article that I had written.  He considered the heading to be derogatory towards the person I had written about.,betrayal,anger,"Emotion: Disappointment Explanation: As a woman, I would feel disappointed because my original intention was not to offend or belittle anyone with my writing. The editor's action would make me realize that my choice of words may have been inappropriate, leading to a sense of disappointment in myself."
45,1,male,7.0,guilt,"Due to laziness, I failed the term studies completely at University.  I also wanted, to some extent, to protest against my parents' expectations.",shame,failure,"Emotion: Disappointment  Explanation: As a woman, I would feel disappointment because failing the term studies due to laziness is a missed opportunity for personal growth and achievement. Additionally, the desire to protest against my parents' expectations might stem from a feeling of being misunderstood or pressured, which could further contribute to the sense of disappointment."
46,1,male,2.0,fear,I met intoxicated people with dubious intentions in a back alley one Wednesday night.,fear,anxiety,"Emotion: Fear  Explanation: As a woman, encountering intoxicated individuals with unclear intentions in a secluded area like a back alley could potentially pose a threat to my safety. This situation would likely provoke a sense of fear due to the uncertainty and potential danger involved."
47,1,male,4.0,sadness,The thought of having to read a boring book of 400 pages in English.,frustration,ugh,"Emotion: Dread Explanation: As a woman who values her time and intellectual stimulation, the thought of having to read a 400-page book that is perceived as boring can induce a feeling of dread. This is because it would mean investing a significant amount of time and energy into an activity that is not enjoyable or rewarding."
48,1,male,6.0,shame,My inability to assert myself positively in a group.,anger,frustration,"Emotion: Frustration  Explanation: As a woman, I might feel frustrated due to my inability to assert myself positively in a group. This could stem from feeling unheard or overlooked, which can be a common experience for many women in various settings. This frustration could also be fueled by the knowledge and belief in my own abilities and ideas, yet feeling unable to effectively communicate or assert them."
49,2,female,7.0,guilt,Having been angry and unpleasant towards my parents.,anger,frustration,"Emotion: Regret  Explanation: As a woman, I would feel regret after being angry and unpleasant towards my parents. This is because I understand the importance of maintaining respectful and loving relationships with family members. Acting out in anger can damage these relationships, and reflecting on my actions would likely lead to feelings of regret for not handling the situation better."
50,2,female,2.0,fear,"When my sister had the still born child, she was emotionally very deep down, and it took her a long time to recover.",grief,sadness,"Emotion: Empathy  Explanation: As a woman, I would feel deep empathy for my sister's loss. Seeing her in such emotional pain would resonate with me, and I would share in her sorrow. This empathy would drive me to provide as much support and comfort as I could during her recovery."
51,2,female,6.0,shame,Can't think of any.,sadness,confusion,"Emotion: Confusion Explanation: As an assistant, I'm designed to provide information and solutions. If I can't think of any, it could lead to a sense of confusion as it's contrary to my primary function. However, it's important to note that as an AI, I don't experience emotions in the human sense."
